NM,NEWS
더블유에스아이,더블유에스아이(299170)는 서울 송파구 삼전동에 위치한 토지 및 건물을 285억원에 양수 결정했다고 3일 공시했다. 등기예정일은 2023년 5월 22일이다. 회사 측은 “중장기 성장을 위한 사옥 취득”이라고 설명했다.
더블유에스아이,의약품 및 의료기기 전문기업 더블유에스아이(대표 박정섭)가 자회사 이지메디봇을 통해 산부인과 복강경... 있다고 더블유에스아이는 설명한다. 회사는 이번 의료용 로봇사업 추진을 통해 부인과 질환자에게 안전한 수술...
더블유에스아이,더블유에스아이(299170)는 100% 자회사 지에스엠티를 흡수 합병하기로 결정했다고 20일 공시했다. 합병 목적은 경영 효율성 증대와 사업경쟁력 강화이며 신주를 발행하지 않는 무증자합병으로 경영권 변동 등에...
더블유에스아이,"더블유에스아이, 장 초 갭상승 시작 깜짝 급등... 왜? 더블유에스아이는 18일 오전 9시 40분께 +7.05%(215원)상승한 3265원에 거래되며 강세를 보이고 있다. 이에 많은 투자자들이 더블유에스아이에 이목을 집중하고 있다...."
더블유에스아이,17일 더블유에스아이가 시간외 매매에서 시간외 상한가를 기록했다. 이날 오후 5시 기준 더블유에스아이는 종가대비 10.00% 오른 3355원에 시간외 거래가 진행되고 있다. 이에 투자자들 사이에는 더블유에스아이가...
더블유에스아이,더블유에스아이(299170)가 일회용 의료 소모품과 경막외 카테터 자동화 포장라인 등을 위해 신규 공장 매입을 완료했다고 5일 밝혔다. 더블유에스아이는 제1공장을 경기 성남시 중원구에 위치한 350여평 규모의...
더블유에스아이,"▲ 더블유에스아이가 전년대비 연결영업이익의 흑자가 증가했다고 17일 밝혔다. 동사의 공시에 따르면 전년도 영업이익은 56억원이었고, 당해년도 영업이익은 61억원이었다. 전년 대비 흑자가 8.65% 증가했다. 전년도..."
더블유에스아이,더블유에스아이는 경막외 비디오 카테터 'KESS-300EN'를 판매한다고 20일 밝혔다. 이 제품은 일회용으로... 하지만 더블유에스아이는 환자의 병변에 따라 다양하게 사용 될 수 있도록 2가지 종류로 출시했다. 또...
더블유에스아이,"더블유에스아이·신대양제지·백광산업 급등, 바이넥스·이수앱지스 관심 쏠려, 박셀바이오도 상승세 더블유에스아이가 시간외 거래에서 상한가를 달성하며 투자자들을 궁금하게 만들었다. 더블유에스아이는..."
더블유에스아이,라이노스자산운용은 더블유에스아이(299170)에 대한 지분 7.99%를 신규 취득했다고 28일 공시했다. 보유목적은 단순 투자이며 회사 측은 전환사채 인수에 따른 신규 인수라고 설명했다.
더블유에스아이,더블유에스아이(299170)는 KB증권 등을 상대로 총 183억원 규모의 전환사채(CB)를 발행하기로 했다고 23일 공시했다. 표면이자율과 만기이자율은 모두 0.0%이며 전환가액은 3268원이다. 전환에 따라 발행되는...
더블유에스아이,"신규사업 의료용 로봇 연구 확대 더블유에스아이는 항공대학교 항공우주기계공학부의 김병규 교수를... 더블유에스아이 관계자는 ""김병규 연구총괄장은 이미 항공 우주 산업뿐만 아니라 의료용 로봇에 대한 기술력을..."
더블유에스아이,△김병규 한국항공대학교 항공우주기계공학부 교수[이데일리 박정수 기자] 더블유에스아이(299170)가 28일... 더블유에스아이 관계자는 “김병규 연구총괄장은 이미 항공 우주 산업뿐만 아니라 의료용 로봇에 대한...
더블유에스아이,"더블유에스아이 상장기념촬영 더블유에스아이(WSI, 대표이사 박정섭)가 IBKS제10호스팩(299170)과의 스팩 합병을 성공적으로 마무리하고 1일 코스닥 시장에 상장했다. 더블유에스아이는 지난달 17일 합병 등기일을 맞아..."
더블유에스아이,"더블유에스아이(WSI, 대표이사 박정섭)가 17일 IBKS제10호스팩(299170)과의 합병 등기일을 맞아 합병종료보고... 앞서 IBKS제10호스팩은 지난달 13일 합병 승인을 위한 주주총회에서 상호명을 주식회사 더블유에스아이로..."
더블유에스아이,더블유에스아이(대표 박정섭)가 주주총회에서 IBKS제10호스팩(299170)과의 합병 안건이 승인됐다고 13일 밝혔다. IBKS제10호스팩 주주총회에서도 합병이 승인되면서 더블유에스아이는 오는 12월 초 코스닥 시장에...
더블유에스아이,더블유에스아이가 13일 개최된 주주총회에서 IBKS제10호스팩(299170)과의 합병 안건이 승인됐다고 이날 공시를 통해 밝혔다. 같은 날 열린 IBKS제10호스팩 주주총회에서도 합병이 승인되면서 더블유에스아이는 오는 12월...
더블유에스아이,보유한 더블유에스아이(WSI)가 코스닥 시장에 출격한다. 하반기 변동장 속에서 안정적인 스팩(SPAC·기업인수목적회사) 합병을 통해 연내 상장을 마무리하겠다는 의지다. 박정섭 더블유에스아이 대표는 합병 상장을 위한...
더블유에스아이,더블유에스아이가 서울성모병원과 경막외카테터 및 척추관절 혁신 의료기기 개발에 손 잡았다고 12일 밝혔다. 더블유에스아이는 지난 8일 서울성모병원 의료기기개발센터와 업무협약(MOU)을 체결했다. 앞으로 자사의...
더블유에스아이,더블유에스아이(WSI)와 IBKS제10호스팩이 오는 10월 13일 합병을 위한 주주총회를 개최한다. 1일 관련 업계에 따르면 더블유에스아이와 IBKS제10호스팩의 합병비율은 1: 6.0070000이다. 합병이 승인되면 합병기일은 오는...
더블유에스아이,의료기기 전문기업 더블유에스아이는 IBKS제10호스팩과 오는 10월 13일 합병을 위한 주주총회를 개최한다고 30일 밝혔다. 더블유에스아이와 IBKS제10호스팩의 합병비율은 1대 6.0070000이다. 합병이 승인되면 합병기일은...
더블유에스아이,"더블유에스아이가 IBKS제10호스팩(299170)과 합병을 위해 오는 10월 13일 주주총회를 개최한다고 29일 밝혔다. 더블유에스아이는 지난 2016년 설립된 의약품 유통 및 의료기기 개발 기업으로, △수술 시 필요한..."
더블유에스아이,더블유에스아이가 전환청구권 행사를 공시했다. 전환청구권이란 증권의 소유자가 그 발행조건에 따라 일정 기간 내에 그 소유증권을 타증권으로 전환을 청구할 수 있는 권리를 말한다. 21일 더블유에스아이는...
더블유에스아이,더블유에스아이가 1일 IBKS제10호스팩(299170)과 합병을 본격 추진한다고 밝혔다. 더블유에스아이는 10월 13일 이를 위한 주주총회를 개최한다. IBKS제10호스팩과의 합병비율은 1대 6.0070000이다. 합병이...
더블유에스아이,의료기기 전문기업 더블유에스아이가 스팩 합병을 통해 코스닥에 입성한다. 10일 투자은행(IB) 업계에 따르면 더블유에스아이는 최근 거래소에 상장예비심사를 청구했다. IBK투자증권의 스팩인 IBKS제10호 스팩과...
더블유에스아이,IBKS제10호스팩은 의약품 및 의료기기 도소매 비상장법인 더블유에스아이를 흡수합병하기로 결정했다고... 피합병법인인 더블유에스아이가 기존 사업을 통해 영위하게 된다”며 “합병을 통해 더블유에스아이는...
더블유에스아이,"한국거래소는 더블유에스아이(WSI)가 IBKS제10호기업인수목적(SPAC·스팩)과의 합병을 통해 코스닥 시장에 상장한다고 30일 밝혔다. 매매 개시일은 12월 1일이며, 상장 전날 종가는 4천800원이다. 2016년 설립된 WSI는..."
더블유에스아이,"골든크로스 종목에 네패스아크, HDC현대EP, 유아이엘, 더블유에스아이, 한국종합기술 등이 이름을 올렸다.... 또 유아이엘은 전일 대비 3.35% 오른 4170원, 더블유에스아이는 3.16% 오른 3260원, 한국종합기술은 2.5% 오른..."
더블유에스아이,"골든크로스 종목에 더블유에스아이, 코오롱, 다원시스, 네패스아크, HDC현대EP 등이 이름을 올렸다. 25일 오전 주식시장에서 더블유에스아이 주가는 전일 대비 3.32% 오른 3265원, 코오롱은 전일 대비 3% 오른..."
더블유에스아이,"17일 시간외 매매에서 더블유에스아이와 클라우드에어, 하이제6호스팩, 화승코퍼레이션이 상한가를 기록했다. 이날 오후 5시 40분 기준 더블유에스아이는 종가보다 10.00% 오른 3355원에 시간외 거래가 진행되고..."
더블유에스아이,의료솔루션 전문기업 네오펙트가 의료기기 전문기업 더블유에스아이와 네오펙트의 '스마트 밸런스' 제품 공급계약을 체결했다고 11일 밝혔다. 더블유에스아이는 기술력과 안전성을 갖춘 의약품과 의료기기를 발굴 및...
더블유에스아이,6일 한국거래소 등에 따르면 더블유에스아이는 4시 40분 현재 종가 대비 주당 260원(10%) 상승한 2860원에 거래되고 있다. 신대양제지는 같은 시간 종가대비 주당 6400원 상승한 7만500원(9.98%)에 거래되고 있다. 이어...
더블유에스아이,"더블유에스아이는 2020년 연결기준으로 매출 263억8600만 원, 영업이익 56억3400만 원, 순손실 11억9800만 원을 낸 것으로 잠정집계됐다. 2019년보다 매출은 11.23%, 영업이익은 22.29% 증가했다. 순손실을 내며..."
더블유에스아이,이투데이=오예린 기자 | 게티이미지뱅크 △[불성실공시법인지정] 비케이탑스 △[주주총회] 엑스큐어 △[상호변경] 더블유에스아이
더블유에스아이,합병회사 더블유에스아이로 거듭나게 된 IBKS제10호스팩이 상한가를 기록했다. 14일 IBKS제10호스팩은... IBKS제10호스팩은 13일 공시를 통해 상호명을 합병회사인 ‘더블유에스아이’(WSI)로 변경한다고...
더블유에스아이,△더블유에스아이(299170)=라이노스자산운용은 더블유에스아이에 대한 지분 7.99%를 신규 취득했다고 공시. 보유목적은 단순 투자이며 회사 측은 전환사채 인수에 따른 신규 인수라고 설명. △SGA솔루션즈...
더블유에스아이,"◎더블유에스아이, 경막외 비디오 카테터 출시= 더블유에스아이가 첫번째 제조 품목인 경막외 비디오 카테터 'KESS-300EN' 판매를 19일자로 시작했다고 20일 밝혔다. 이번에 새롭게 출시한 KESS-300EN은 일회용 제품으로..."
더블유에스아이,"◇더블유에스아이, 스팩 합병 이후 주가 진정세 ‘-23.51%↓’ 한 주간 코스닥시장에서 가장 크게 급락한 종목은 더블유에스아이다. 더블유에스아이는 이달 1일 IBKS제10호스팩과의 스팩 합병을 통해 코스닥 시장에..."
더블유에스아이,"6%)와 지엔원에너지(130.8%), 네온테크(87.3%) 등이 뒤를 이었다. 가장 큰 손실을 기록한 종목을 더블유에스아이다. 지난해 12월 1일 스팩 상장한 더블유에스아이 주가는 상장 이후 47.8% 급락했다. 국전약품도 22.1% 떨어졌다."
더블유에스아이,합병회사 더블유에스아이로 거듭나게 된 IBKS제10호스팩이 상한가를 기록했다. 이날 주가 상승은 전날 장... IBKS제10호스팩은 13일 공시를 통해 상호명을 합병회사인 '더블유에스아이'(WSI)로 변경한다고 밝혔다. 이는...
더블유에스아이,"과, 더블유에스아이는 아이비케이에스(IBKS)제10호기업인수목적과 각각 합병 상장을 추진한다. 지난해 연결 기준 매출액은 1436억원, 영업이익은 48억원이었고 상장 주관사는 신한금융투자다. 더블유에스아이는..."
더블유에스아이,"［메디컬투데이 김민준 기자］ 한국거래소 코스닥시장본부는 ▲카카오게임즈 ▲더블유에스아이... 더블유에스아이는 2016년 3월 설립된 생활용품 도매 기업으로, 주요제품으로 국소지혈제(플로실)와 옥시..."
더블유에스아이,"카카오게임즈, 더블유에스아이, 핑거, 위드텍 등 4개사의 상장예비심사청구서를 접수했다고 15일 밝혔다.... 생활용품 도매업체 더블유에스아이는 지난해 연결기준 매출액은 237억원, 영업이익은 46억원이었다...."
덴티움,덴티움이 러시아 직영법인 청산작업을 마쳤다. 다만 대리점을 통한 현지 사업은 계속 이어갈 것으로 전망된다. 더불어 환율 리스크도 일정 부분 해소하고 임플란트 제품이 국제 제재 품목에 포함되지 않으면서 덴티움...
덴티움,"정성민 원장, 대표이사직 선임 여부는 미정…7년 만에 복귀 지난해 역대급 실적을 기록한 덴티움의 오너 정성민 웰치과 원장이 7년 만에 경영 일선으로 복귀한다. 15일 금융감독원 전자공시시스템에 따르면 덴티움은..."
덴티움,국내 임플란트 2위 업체 덴티움의 창업자가 경영일선으로의 복귀를 예고함에 따라 ‘베일의 오너사(社)’에도 시선이 모아지고 있다. 덴티움 경영 부재 중에도 개인회사는 오롯이 직접 경영을 챙겨왔기 때문이다....
덴티움,국내 임플란트 2위 업체 덴티움의 경영구조에 지각변동이 일어날 조짐이다. 증시 상장 이후 줄곧... 오너 경영체제 전격 전환 13일 금융감독원에 따르면 덴티움은 오는 30일 2021사업연도 정기주주총회를 개최한다....
덴티움,국내 치과용 임플란트 시장 점유율 2위를 달리고 있는 덴티움이 창업자 정성민 웰치과 원장을 신규 이사로 선임하면서 '오너 경영체제' 구축에 나선다. 덴티움은 특히 업계 1위 오스템임플란트가 최근 대규모 자금 횡령...
